api_num,other_id,latitude,longitude,stusps,county,municipality,well_name,operator,spud_date,plug_date,well_type,well_status,well_configuration,ft_category,wellwiki,src_url
41-133-22018,"0010550","36.42527800000005","-85.19261099999994",Tennessee,Overton,,Lucy Newberry #18,Young Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22018,https://tdeconline.tn.gov/oilgaswells/
41-133-22019,"0010553","36.42422200000004","-85.19630599999994",Tennessee,Overton,,Roy Depolitte #2,"North American Resource Group, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22019,https://tdeconline.tn.gov/oilgaswells/
41-133-22020,"0010554","36.41261100000003","-85.21861099999995",Tennessee,Overton,,Havel B. Davis #1,Basin Oil & Gas Corp,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22020,https://tdeconline.tn.gov/oilgaswells/
41-133-22021,"0010556","36.426278000000025","-85.19319399999995",Tennessee,Overton,,Lucy Newberry - R. Smith Unit #19TW,Keblo Energy,,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22021,https://tdeconline.tn.gov/oilgaswells/
41-133-22022,"0010557","36.456000000000074","-85.16158299999995",Tennessee,Overton,,Scot McDonald #1,John Henry Holding LLC,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22022,https://tdeconline.tn.gov/oilgaswells/
41-133-22023,"0010558","36.42338900000004","-85.18316699999997",Tennessee,Overton,,Jimmy & Jack Clark #6,Ohio Kentucky Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22023,https://tdeconline.tn.gov/oilgaswells/
41-133-22305,"0011871","36.25327800000008","-85.20822199999998",Tennessee,Overton,,Larry Looper #1,"US Energy Partners, Inc.",,,Shut-in Gas,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22305,https://tdeconline.tn.gov/oilgaswells/
41-133-22306,"0011872","36.25216700000004","-85.20863899999995",Tennessee,Overton,,Larry Looper #2,"US Energy Partners, Inc.",,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22306,https://tdeconline.tn.gov/oilgaswells/
41-133-22307,"0011882","36.414000000000044","-85.18655599999994",Tennessee,Overton,,Barry Johnson #3,"Able Oil Company, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22307,https://tdeconline.tn.gov/oilgaswells/
41-133-22307-R1,"0012150","36.414000000000044","-85.18655599999994",Tennessee,Overton,,Barry Johnson #10,"Able Oil Company, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22307-R1,https://tdeconline.tn.gov/oilgaswells/
41-133-22308,"0011893","36.39383300000003","-85.19805599999995",Tennessee,Overton,,Carla Faye Williams #2N,National Energy Development,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22308,https://tdeconline.tn.gov/oilgaswells/
41-133-22309,"0011895","36.43175000000008","-85.20952799999998",Tennessee,Overton,,Ronnie Smith #3,Riverside Oil & Gas,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22309,https://tdeconline.tn.gov/oilgaswells/
41-133-22310,"0011896","36.414806000000056","-85.19847199999998",Tennessee,Overton,,"Howard Nolen, etal #1",Riverside Oil & Gas,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22310,https://tdeconline.tn.gov/oilgaswells/
41-133-22311,"0011898","36.45544400000006","-85.14852799999994",Tennessee,Overton,,Doyle Smith #1,"East Fork Energy Partners, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22311,https://tdeconline.tn.gov/oilgaswells/
41-133-22312,"0011906","36.37072200000006","-85.25544399999995",Tennessee,Overton,,"Nelson Parrigan, etal #1","Outdoor Resources, Inc.",,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22312,https://tdeconline.tn.gov/oilgaswells/
41-133-22313,"0011921","36.425583000000074","-85.24372199999993",Tennessee,Overton,,Dixie White #8,Chatham Drilling,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22313,https://tdeconline.tn.gov/oilgaswells/
41-133-22314,"0011922","36.39519400000006","-85.19797199999994",Tennessee,Overton,,Williams/Williamson #3N,"WOG Operating, LLC",,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22314,https://tdeconline.tn.gov/oilgaswells/
41-133-22315,"0011934","36.416194000000075","-85.19055599999996",Tennessee,Overton,,Barry Johnson #4,"Able Oil Company, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22315,https://tdeconline.tn.gov/oilgaswells/
41-133-22316,"0011935","36.37072200000006","-85.25544399999995",Tennessee,Overton,,Nelson Parrigan etal #2,"Parrigin, Nelson",,,,,,Other / Unknown,https://wellwiki.org/wiki/41-133-22316,https://tdeconline.tn.gov/oilgaswells/
41-133-22317,"0011936","36.42811100000006","-85.20561099999998",Tennessee,Overton,,Wilburn Wright Trust #8,National Energy Development,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22317,https://tdeconline.tn.gov/oilgaswells/
41-133-22318,"0011938","36.41919400000006","-85.17349999999999",Tennessee,Overton,,Roger McDonald #7A,McDonald Oil Company LLC,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22318,https://tdeconline.tn.gov/oilgaswells/
41-133-22319,"0011940","36.43091700000008","-85.20961099999994",Tennessee,Overton,,Ronnie Smith #1,Paragon Trading Co. LLC,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22319,https://tdeconline.tn.gov/oilgaswells/
41-133-22320,"0011942","36.414472000000046","-85.18461099999996",Tennessee,Overton,,Barry Johnson #5,"Able Oil Company, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22320,https://tdeconline.tn.gov/oilgaswells/
41-133-22747,"0012850","36.43525000000005","-85.18558299999995",Tennessee,Overton,,Roger McDonald (McDonald-Williams) #10,John Henry Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22747,https://tdeconline.tn.gov/oilgaswells/
41-133-22748,"0012852","36.41672200000005","-85.19286099999994",Tennessee,Overton,,Melvin H. Norrod #10,"Able Oil Company, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22748,https://tdeconline.tn.gov/oilgaswells/
41-133-22749,"0012853","36.437028000000055","-85.18805599999996",Tennessee,Overton,,Roger McDonald (McDonald-Williams) #12,John Henry Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22749,https://tdeconline.tn.gov/oilgaswells/
41-133-22750,"0012854","36.466278000000045","-85.23752799999994",Tennessee,Overton,,Larry Worley #7,"Worley Properties, LLC",,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22750,https://tdeconline.tn.gov/oilgaswells/
41-133-22751,"0012855","36.43694400000004","-85.18858299999994",Tennessee,Overton,,Roger McDonald (McDonald-Davis) #9,John Henry Oil Corporation,,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22751,https://tdeconline.tn.gov/oilgaswells/
41-133-22752,"0012856","36.468556000000035","-85.31286099999994",Tennessee,Overton,,Garland Watkins #3,Hornet Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22752,https://tdeconline.tn.gov/oilgaswells/
41-133-22753,"0012857","36.437333000000024","-85.18822199999994",Tennessee,Overton,,Roger McDonald (McDonald - Davis) #8,John Henry Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22753,https://tdeconline.tn.gov/oilgaswells/
41-133-22754,"0012858","36.440667000000076","-85.18930599999999",Tennessee,Overton,,Roger McDonald (McDonald-Williams) #14,John Henry Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22754,https://tdeconline.tn.gov/oilgaswells/
41-133-22755,"0012859","36.40733300000005","-85.15755599999994",Tennessee,Overton,,Freddie Paul #11,Duncan Drilling Co.,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22755,https://tdeconline.tn.gov/oilgaswells/
41-133-22756,"0012860","36.43961100000007","-85.18416699999995",Tennessee,Overton,,Roger McDonald (McDonald-Strat) #1,John Henry Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22756,https://tdeconline.tn.gov/oilgaswells/
41-133-22757,"0012861","36.39588900000007","-85.20608299999998",Tennessee,Overton,,David Copeland #1,"Arnco Oil & Gas, LLC",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22757,https://tdeconline.tn.gov/oilgaswells/
41-133-22758,"0012863","36.505056000000025","-85.23127799999997",Tennessee,Overton,,Brit Keisling (Keisling) #2,John Henry Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22758,https://tdeconline.tn.gov/oilgaswells/
41-133-22759,"0012864","36.506417000000056","-85.23216699999995",Tennessee,Overton,,Brit Keisling (Keisling) #1,John Henry Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22759,https://tdeconline.tn.gov/oilgaswells/
41-133-22760,"0012869","36.440667000000076","-85.18852799999996",Tennessee,Overton,,McDonald-Williams #17,John Henry Oil Corporation,,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22760,https://tdeconline.tn.gov/oilgaswells/
41-133-22761,"0012870","36.438528000000076","-85.18974999999995",Tennessee,Overton,,Roger McDonald (McDonald-Davis) #10,John Henry Oil Corporation,,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22761,https://tdeconline.tn.gov/oilgaswells/
41-133-22762,"0012873","36.44238900000005","-85.18872199999998",Tennessee,Overton,,Roger McDonald (McDonald-Williams) #16,John Henry Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22762,https://tdeconline.tn.gov/oilgaswells/
41-133-22592,"0012517","36.46422200000006","-85.21736099999998",Tennessee,Overton,,Dennis Thrasher #1,"Able Oil Company, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22592,https://tdeconline.tn.gov/oilgaswells/
41-133-22593,"0012519","36.45727800000003","-85.23908299999994",Tennessee,Overton,,Ricky Melton #1,"Ideal Operating, LLC",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22593,https://tdeconline.tn.gov/oilgaswells/
41-133-22594,"0012520","36.42655600000006","-85.17694399999993",Tennessee,Overton,,Jimmy Young #3,Hornet Corporation,,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22594,https://tdeconline.tn.gov/oilgaswells/
41-133-22595,"0012521","36.49941700000005","-85.24069399999996",Tennessee,Overton,,Johnny Taylor #1,"Ideal Operating, LLC",,,,,,Other / Unknown,https://wellwiki.org/wiki/41-133-22595,https://tdeconline.tn.gov/oilgaswells/
41-133-22596,"0012522","36.40613900000005","-85.34927799999997",Tennessee,Overton,,Donald Winningham #1,Riverside Oil & Gas,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22596,https://tdeconline.tn.gov/oilgaswells/
41-133-22597,"0012523","36.40413900000004","-85.35519399999998",Tennessee,Overton,,Ronald H. Rogers #1,Riverside Oil & Gas,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22597,https://tdeconline.tn.gov/oilgaswells/
41-133-22598,"0012526","36.49005600000004","-85.25247199999995",Tennessee,Overton,,Michael Wilbon #1,"Ideal Operating, LLC",,,,,,Other / Unknown,https://wellwiki.org/wiki/41-133-22598,https://tdeconline.tn.gov/oilgaswells/
41-133-22599,"0012529","36.42922200000004","-85.17191699999995",Tennessee,Overton,,Jimmy Young #4,Hornet Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22599,https://tdeconline.tn.gov/oilgaswells/
41-133-22600,"0012533","36.46758300000005","-85.25072199999994",Tennessee,Overton,,Windle Family LLC #4,"Farmer, Chris",,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22600,https://tdeconline.tn.gov/oilgaswells/
41-133-22601,"0012535","36.42822200000006","-85.18130599999995",Tennessee,Overton,,Jimmy and Jack Clark #19,Signature Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22601,https://tdeconline.tn.gov/oilgaswells/
41-133-22602,"0012536","36.46363900000006","-85.31516699999997",Tennessee,Overton,,Donnie Ray #1,Hornet Corporation,,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22602,https://tdeconline.tn.gov/oilgaswells/
41-133-22603,"0012539","36.39616700000005","-85.21147199999996",Tennessee,Overton,,Doris Eldridge and Amy Cooper #4,Travis Coomer Drilling,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22603,https://tdeconline.tn.gov/oilgaswells/
41-133-22604,"0012540","36.39602800000006","-85.21305599999994",Tennessee,Overton,,Doris Eldridge and Amy Cooper #2,Travis Coomer Drilling,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22604,https://tdeconline.tn.gov/oilgaswells/
41-133-22605,"0012542","36.41569400000003","-85.20208299999996",Tennessee,Overton,,William Sells #1-R,"Rodgers, R. C.",,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22605,https://tdeconline.tn.gov/oilgaswells/
41-133-22606,"0012543","36.39663900000005","-85.15777799999995",Tennessee,Overton,,Linda Brown #1-R,"Rodgers, R. C.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22606,https://tdeconline.tn.gov/oilgaswells/
41-133-22607,"0012544","36.47130600000003","-85.23936099999997",Tennessee,Overton,,Michael Colman #2,Hornet Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22607,https://tdeconline.tn.gov/oilgaswells/
41-133-22608,"0012549","36.46338900000006","-85.31349999999998",Tennessee,Overton,,Donnie Ray #2,Hornet Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22608,https://tdeconline.tn.gov/oilgaswells/
41-133-22609,"0012550","36.391778000000045","-85.24213899999995",Tennessee,Overton,,Union Bank & Trust #A4,"Arnco Oil & Gas, LLC",,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22609,https://tdeconline.tn.gov/oilgaswells/
41-133-22610,"0012552","36.39655600000003","-85.15463899999997",Tennessee,Overton,,Linda Brown #2-R,"Rodgers, R. C.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22610,https://tdeconline.tn.gov/oilgaswells/
41-133-22611,"0012555","36.43955600000004","-85.16499999999996",Tennessee,Overton,,Randy Campbell #2,Duncan Drilling Co.,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22611,https://tdeconline.tn.gov/oilgaswells/
41-133-22612,"0012557","36.46491700000007","-85.31477799999999",Tennessee,Overton,,Donnie Ray Unit #3,"Ray, Donnie",,,NCG - Domestic,,,Production Well,https://wellwiki.org/wiki/41-133-22612,https://tdeconline.tn.gov/oilgaswells/
41-133-22613,"0012559","36.44536100000005","-85.29074999999995",Tennessee,Overton,,Richard Love #16N,"Love's Oil, Inc.",,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22613,https://tdeconline.tn.gov/oilgaswells/
41-133-22614,"0012561","36.39966700000008","-85.15349999999995",Tennessee,Overton,,Linda Brown #6,Travis Coomer Drilling,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22614,https://tdeconline.tn.gov/oilgaswells/
41-133-22616,"0012568","36.47630600000008","-85.17733299999998",Tennessee,Overton,,Michael Garrett #1-CTX,J 3 Natural Resources LLC,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22616,https://tdeconline.tn.gov/oilgaswells/
41-133-22617,"0012570","36.51172200000008","-85.24049999999994",Tennessee,Overton,,Betty G. Sells Trust #1-K,J 3 Natural Resources LLC,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22617,https://tdeconline.tn.gov/oilgaswells/
41-133-22618,"0012571","36.47430600000007","-85.17841699999997",Tennessee,Overton,,Michael Garrett #1-K,J 3 Natural Resources LLC,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22618,https://tdeconline.tn.gov/oilgaswells/
41-133-22619,"0012574","36.46636100000006","-85.19102799999996",Tennessee,Overton,,O. V. Story Trust #4N,National Energy Development,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22619,https://tdeconline.tn.gov/oilgaswells/
41-133-22620,"0012579","36.43252800000005","-85.44305599999996",Tennessee,Overton,,Jeremy Carr #1,"Carr, Jeremy",,,,,,Other / Unknown,https://wellwiki.org/wiki/41-133-22620,https://tdeconline.tn.gov/oilgaswells/
41-133-22621,"0012580","36.46313900000007","-85.31136099999998",Tennessee,Overton,,Donnie Ray #1A,Hornet Corporation,,,,,,Other / Unknown,https://wellwiki.org/wiki/41-133-22621,https://tdeconline.tn.gov/oilgaswells/
41-133-22622,"0012581","36.42713900000007","-85.17572199999995",Tennessee,Overton,,Jimmy Young #1A,Hornet Corporation,,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22622,https://tdeconline.tn.gov/oilgaswells/
41-133-22623,"0012586","36.45575000000008","-85.25722199999996",Tennessee,Overton,,Ricky Melton #2-B,Hornet Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22623,https://tdeconline.tn.gov/oilgaswells/
41-133-22624,"0012587","36.43663900000007","-85.22188899999998",Tennessee,Overton,,Young Heirs #1,Petrotech Resources Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22624,https://tdeconline.tn.gov/oilgaswells/
41-133-22625,"0012590","36.43166700000006","-85.23024999999996",Tennessee,Overton,,Charles Gerald Norrod #2,"Tn-K Energy Group, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22625,https://tdeconline.tn.gov/oilgaswells/
41-133-22544,"0012424","36.44961100000006","-85.21977799999996",Tennessee,Overton,,Eunice Wright Heirs etal #1,J 3 Natural Resources LLC,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22544,https://tdeconline.tn.gov/oilgaswells/
41-133-22545,"0012426","36.429778000000056","-85.17588899999998",Tennessee,Overton,,Roger McDonald #15-A,McDonald Oil Company LLC,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22545,https://tdeconline.tn.gov/oilgaswells/
